Orthogroup	Fungus_transcripts.fasta.transdecoder	Krisp1_GeneModels_FilteredModels3_aa	Leucosporidium_creatinivorum_proteins_aa	Mereb1_GeneCatalog_proteins_20150713.aa	Micld1_GeneCatalog_proteins_20161101.aa	Mortiella_alpina_proteins_aa	Pseudohyphozyma_borogiensis_proteins_aa	Rhodoturola_mucilaginosa_protein_aa	Rhodoturola_turoloides_protein_aa	Rhoglu1_GeneCatalog_proteins_20160519.aa	Saccharomyces_cerevisae_protein_aa	Sclerotinia_borealis_proteins_aa	Slopil1_GeneCatalog_proteins_20180422.aa	Total
OG0001650	1	1	1	1	3	1	1	1	1	1	1	1	1	15
OG0001651	3	2	0	10	0	0	0	0	0	0	0	0	0	15
OG0001652	1	2	1	1	1	1	1	1	1	1	2	1	1	15
OG0001653	1	2	1	1	1	2	1	1	1	1	0	1	2	15
OG0001654	1	1	1	1	3	1	1	1	1	1	1	1	1	15
OG0001655	1	1	1	1	1	2	1	1	1	1	1	1	2	15
OG0001656	1	1	1	1	1	3	1	1	1	1	1	1	1	15
OG0001657	2	1	1	2	1	1	1	1	1	1	1	1	1	15
OG0001658	1	1	1	1	1	1	2	1	1	1	1	2	1	15
OG0001659	1	1	1	1	2	1	1	1	2	1	1	1	1	15
OG0001660	1	1	1	1	1	2	1	1	1	1	1	2	1	15
OG0001661	1	2	1	1	1	2	1	1	1	1	1	1	1	15
OG0001662	1	1	1	1	1	1	1	1	1	1	1	1	3	15
OG0001663	1	3	2	1	1	1	3	0	1	1	0	0	1	15
OG0001664	1	1	1	1	1	2	1	1	1	1	2	1	1	15
OG0001665	1	1	1	1	1	2	1	1	1	1	2	1	1	15
OG0001666	1	2	1	2	1	1	1	0	1	1	1	1	2	15
OG0001667	1	1	1	1	1	1	1	1	1	1	1	2	2	15
OG0001668	1	1	1	2	1	2	1	1	1	1	1	1	1	15
OG0001669	1	1	1	1	1	1	1	1	1	1	1	2	2	15
OG0001670	2	2	1	1	1	1	1	0	1	1	0	2	2	15
OG0001671	1	1	1	2	1	1	1	1	1	1	2	1	1	15
OG0001672	1	1	1	1	1	1	1	1	1	1	3	1	1	15
OG0001673	2	1	1	1	1	1	1	1	1	1	1	1	2	15
OG0001674	1	1	1	1	1	2	1	1	1	1	2	1	1	15
OG0001675	1	2	1	1	1	1	2	1	1	1	1	1	1	15
OG0001676	1	1	1	1	1	2	1	1	1	1	2	1	1	15
OG0001677	1	1	1	1	1	2	1	1	1	1	2	1	1	15
OG0001678	1	2	1	2	1	0	1	1	1	1	1	2	1	15
OG0001679	1	1	1	1	1	2	1	1	1	1	2	1	1	15
OG0001680	1	1	1	1	1	2	1	1	1	1	2	1	1	15
OG0001681	1	1	1	1	2	2	1	1	1	1	1	1	1	15
OG0001682	1	1	1	1	1	1	1	1	1	2	2	1	1	15
OG0001683	1	1	1	2	3	2	0	1	1	1	0	1	1	15
OG0001684	1	1	1	1	1	2	1	2	1	1	1	1	1	15
OG0001685	1	1	1	1	1	1	1	1	2	2	1	1	1	15
OG0001686	1	1	3	1	1	1	1	1	1	1	1	1	1	15
OG0001687	1	1	1	1	1	2	1	1	1	1	2	1	1	15
OG0001688	1	1	1	1	1	2	1	1	1	1	2	1	1	15
OG0001689	1	1	1	1	1	2	1	1	1	1	1	2	1	15
OG0001690	1	1	1	1	1	1	1	4	1	1	0	1	1	15
OG0001691	1	1	2	1	1	2	1	1	1	1	1	1	1	15
OG0001692	1	2	1	1	1	2	1	1	1	1	1	1	1	15
OG0001693	1	2	1	1	1	1	1	1	2	1	0	2	1	15
OG0001694	1	3	1	1	1	1	1	1	1	1	1	1	1	15
OG0001695	1	1	2	1	1	1	1	1	1	1	2	1	1	15
OG0001696	1	1	1	1	2	2	1	1	1	1	1	1	1	15
OG0001697	2	3	1	1	1	1	0	1	1	1	0	2	1	15
OG0001698	1	2	1	1	1	2	2	1	1	1	1	0	1	15
OG0001699	1	1	1	1	1	1	1	1	1	1	1	3	1	15
OG0001700	1	1	1	0	1	1	1	0	0	0	0	0	9	15
OG0001701	1	2	1	1	1	2	1	1	1	1	1	1	1	15
OG0001702	1	1	1	1	1	1	1	1	1	1	2	2	1	15
OG0001703	1	1	1	1	0	0	1	2	3	2	0	1	2	15
OG0001704	1	2	1	1	1	2	1	1	1	1	1	1	1	15
OG0001705	1	1	1	1	1	2	1	1	2	2	0	1	1	15
OG0001706	1	1	1	1	1	2	1	1	1	1	2	1	1	15
OG0001707	1	1	1	0	1	2	1	1	1	1	2	2	1	15
OG0001708	1	2	1	1	1	1	1	1	1	1	1	1	2	15
OG0001709	1	1	1	1	2	2	1	1	1	1	1	1	1	15
OG0001710	1	2	1	1	1	1	1	1	1	1	2	1	1	15
OG0001711	1	1	1	1	0	0	2	1	2	2	1	1	2	15
OG0001712	1	2	1	1	1	2	1	1	1	1	1	1	1	15
OG0001713	1	3	1	1	1	1	1	1	1	1	1	1	1	15
OG0001714	1	2	1	1	1	2	1	1	1	1	1	1	1	15
OG0001715	1	1	1	1	1	2	1	1	1	2	1	1	1	15
OG0001716	1	1	1	1	1	2	1	1	1	1	2	1	1	15
OG0001717	0	15	0	0	0	0	0	0	0	0	0	0	0	15
OG0001718	0	5	1	1	0	0	0	0	2	4	0	0	2	15
OG0001719	0	5	1	1	1	1	0	1	1	1	1	1	1	15
OG0001720	0	1	1	2	1	0	2	3	1	1	1	1	1	15
OG0001721	0	7	1	0	1	0	2	1	1	1	0	0	1	15
OG0001722	0	2	1	1	1	1	1	1	1	1	3	1	1	15
OG0001723	0	2	2	2	1	0	2	1	2	2	0	0	1	15
OG0001724	0	2	1	2	2	1	1	2	1	0	1	1	1	15
OG0001725	0	1	1	1	1	3	1	1	1	1	2	1	1	15
OG0001726	0	1	1	1	1	1	1	1	1	1	1	2	3	15
OG0001727	0	1	1	1	1	3	1	1	1	1	1	2	1	15
OG0001728	0	2	1	1	1	4	1	1	1	1	0	1	1	15
OG0001729	0	2	0	1	0	0	6	0	0	0	0	0	6	15
OG0001730	0	1	1	1	1	2	1	1	1	1	2	1	2	15
OG0001731	0	1	1	1	1	2	1	1	1	1	1	3	1	15
OG0001732	0	0	15	0	0	0	0	0	0	0	0	0	0	15
OG0001733	0	0	1	3	1	4	1	1	1	1	0	1	1	15
OG0001734	0	0	1	1	0	0	0	0	6	7	0	0	0	15
OG0001735	0	0	0	0	15	0	0	0	0	0	0	0	0	15
OG0001736	0	0	0	0	0	15	0	0	0	0	0	0	0	15
OG0001737	0	0	0	0	0	0	0	0	0	0	0	15	0	15
OG0001738	0	0	0	0	0	0	0	0	0	0	0	0	15	15
OG0001739	0	0	0	0	0	0	0	0	0	0	0	0	15	15
OG0001740	0	0	0	0	0	0	0	0	0	0	0	0	15	15
OG0001741	1	1	1	1	1	2	1	1	1	1	2	0	1	14
OG0001742	2	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0001743	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001744	1	1	1	1	1	1	1	1	1	1	0	3	1	14
OG0001745	1	3	1	2	1	2	1	1	1	1	0	0	0	14
OG0001746	1	7	1	1	0	0	0	0	0	0	0	0	4	14
OG0001747	1	1	1	1	1	1	0	1	1	1	3	1	1	14
OG0001748	2	5	0	0	0	0	2	0	0	0	0	1	4	14
OG0001749	1	2	2	2	0	1	1	1	1	1	0	1	1	14
OG0001750	1	2	1	1	1	1	1	1	1	1	1	1	1	14
OG0001751	2	2	1	1	1	0	1	1	1	1	1	1	1	14
OG0001752	1	2	1	1	1	0	2	1	1	1	0	1	2	14
OG0001753	2	2	1	1	0	0	1	1	1	1	2	1	1	14
OG0001754	5	5	0	2	0	0	0	0	0	0	0	0	2	14
OG0001755	13	1	0	0	0	0	0	0	0	0	0	0	0	14
OG0001756	1	1	1	1	1	1	2	1	1	1	1	1	1	14
OG0001757	1	2	1	1	1	1	1	1	1	1	1	1	1	14
OG0001758	1	3	1	1	1	0	1	1	1	0	1	1	2	14
OG0001759	1	2	1	1	1	1	1	1	1	1	1	1	1	14
OG0001760	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001761	2	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0001762	2	1	2	1	2	1	0	1	1	1	0	0	2	14
OG0001763	1	1	1	1	2	1	1	1	1	1	1	1	1	14
OG0001764	2	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0001765	1	1	1	1	1	1	1	1	1	1	2	1	1	14
OG0001766	1	2	1	1	1	1	1	1	1	1	1	1	1	14
OG0001767	1	2	1	1	1	1	0	1	1	1	1	2	1	14
OG0001768	1	2	1	1	1	1	1	1	1	1	1	1	1	14
OG0001769	1	1	1	1	1	1	1	1	2	1	1	1	1	14
OG0001770	1	1	1	1	1	1	1	1	1	1	2	1	1	14
OG0001771	1	2	1	1	1	1	1	1	1	1	1	1	1	14
OG0001772	1	1	1	1	1	1	1	1	2	1	1	1	1	14
OG0001773	2	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0001774	1	2	1	2	1	1	1	1	1	1	0	1	1	14
OG0001775	1	1	1	1	1	1	1	3	1	1	0	1	1	14
OG0001776	1	1	1	1	1	2	0	1	1	1	2	1	1	14
OG0001777	1	3	1	1	1	3	0	1	1	1	0	0	1	14
OG0001778	1	2	1	1	1	1	1	1	1	1	1	1	1	14
OG0001779	1	2	1	1	1	1	1	1	1	1	1	1	1	14
OG0001780	4	5	1	1	0	0	0	0	0	0	0	1	2	14
OG0001781	2	2	1	0	1	1	1	2	1	1	0	1	1	14
OG0001782	1	1	1	1	1	1	1	1	1	1	1	2	1	14
OG0001783	1	2	1	2	1	2	0	1	1	1	1	0	1	14
OG0001784	2	1	1	2	1	1	0	1	1	1	1	1	1	14
OG0001785	1	2	2	1	1	0	1	2	0	1	0	0	3	14
OG0001786	1	1	1	1	1	2	1	0	1	1	2	1	1	14
OG0001787	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001788	2	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0001789	1	2	1	2	1	0	0	1	1	1	2	1	1	14
OG0001790	1	1	1	1	1	1	1	1	1	1	1	2	1	14
OG0001791	1	3	1	1	1	1	1	1	1	1	0	1	1	14
OG0001792	1	1	1	1	1	1	1	0	1	1	1	2	2	14
OG0001793	1	2	1	1	1	1	1	1	1	1	1	1	1	14
OG0001794	1	1	1	1	1	1	1	2	1	1	1	1	1	14
OG0001795	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001796	1	1	1	1	1	1	1	2	1	1	1	1	1	14
OG0001797	1	2	1	1	1	1	3	0	1	1	0	1	1	14
OG0001798	1	2	2	1	0	0	1	1	2	2	0	0	2	14
OG0001799	1	1	1	1	1	1	1	1	1	1	1	2	1	14
OG0001800	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001801	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001802	1	3	1	2	1	1	1	1	1	1	0	0	1	14
OG0001803	2	2	0	2	0	0	1	0	0	0	3	0	4	14
OG0001804	3	3	1	1	0	0	1	0	1	1	0	0	3	14
OG0001805	1	1	1	2	1	1	1	1	1	1	1	1	1	14
OG0001806	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001807	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001808	2	1	1	1	1	0	1	3	1	1	0	1	1	14
OG0001809	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001810	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001811	2	1	0	1	1	1	1	1	1	1	1	2	1	14
OG0001812	1	2	1	1	1	2	1	0	1	1	1	1	1	14
OG0001813	2	1	1	1	1	2	1	1	1	1	0	1	1	14
OG0001814	2	0	3	1	0	1	2	1	1	1	0	2	0	14
OG0001815	2	2	1	2	1	0	2	0	1	1	0	1	1	14
OG0001816	1	1	1	1	3	1	0	1	1	1	1	1	1	14
OG0001817	1	1	1	1	1	1	1	1	1	1	1	1	2	14
OG0001818	2	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0001819	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001820	1	1	1	1	1	2	0	1	1	1	2	1	1	14
OG0001821	1	1	1	1	1	1	0	1	2	2	1	1	1	14
OG0001822	1	1	1	1	1	1	1	1	1	2	1	1	1	14
OG0001823	1	1	1	1	1	1	2	1	1	1	1	1	1	14
OG0001824	1	1	1	1	1	1	1	1	1	1	2	1	1	14
OG0001825	2	3	1	3	3	0	2	0	0	0	0	0	0	14
OG0001826	4	0	1	1	2	0	1	2	1	1	0	1	0	14
OG0001827	1	2	1	1	1	1	1	1	1	1	1	1	1	14
OG0001828	1	1	1	1	1	1	1	2	1	1	1	1	1	14
OG0001829	1	2	1	1	1	1	1	1	1	1	1	1	1	14
OG0001830	1	1	1	1	1	1	0	1	1	3	1	1	1	14
OG0001831	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001832	1	1	1	1	1	1	1	1	1	1	2	1	1	14
OG0001833	1	1	1	1	1	1	1	2	1	1	1	1	1	14
OG0001834	1	1	1	1	1	2	2	1	1	1	0	1	1	14
OG0001835	1	1	1	1	1	1	1	1	1	2	1	1	1	14
OG0001836	1	2	2	1	1	3	1	0	0	0	1	1	1	14
OG0001837	3	1	1	1	0	0	3	3	0	0	0	0	2	14
OG0001838	1	1	1	1	2	1	1	1	1	1	1	1	1	14
OG0001839	1	1	1	1	1	2	1	0	0	0	0	3	3	14
OG0001840	3	1	1	1	1	2	1	1	1	1	0	0	1	14
OG0001841	8	1	2	1	0	0	0	0	0	0	0	0	2	14
OG0001842	1	1	2	1	1	1	1	1	1	1	1	1	1	14
OG0001843	1	2	0	1	1	2	1	1	1	1	1	1	1	14
OG0001844	1	1	1	1	1	1	2	1	1	1	1	1	1	14
OG0001845	2	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0001846	1	2	1	1	1	1	1	1	1	1	1	1	1	14
OG0001847	1	2	1	1	1	1	1	1	1	1	1	1	1	14
OG0001848	1	1	2	1	1	1	1	1	1	1	1	1	1	14
OG0001849	4	3	1	1	0	0	2	0	0	0	0	1	2	14
OG0001850	1	1	1	1	1	1	1	1	1	2	1	1	1	14
OG0001851	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001852	1	1	1	1	1	1	1	1	1	1	1	2	1	14
OG0001853	1	1	2	1	1	2	1	0	1	1	1	1	1	14
OG0001854	3	0	2	1	1	0	1	1	1	1	0	0	3	14
OG0001855	1	2	1	1	1	2	1	1	1	0	1	1	1	14
OG0001856	2	1	1	1	1	0	2	1	1	1	0	1	2	14
OG0001857	1	3	1	1	1	1	0	1	1	1	1	1	1	14
OG0001858	1	1	1	1	1	1	2	1	1	1	1	1	1	14
OG0001859	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001860	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001861	1	1	1	1	1	1	1	1	1	1	1	2	1	14
OG0001862	1	1	1	1	1	1	1	1	1	1	2	1	1	14
OG0001863	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001864	1	1	1	1	1	1	1	1	1	2	1	1	1	14
OG0001865	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001866	2	2	2	2	0	0	1	1	1	1	0	0	2	14
OG0001867	1	2	1	2	0	1	2	1	1	0	0	1	2	14
OG0001868	2	2	1	1	1	0	1	0	1	1	0	1	3	14
OG0001869	2	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0001870	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001871	2	1	2	1	2	0	2	1	1	1	0	0	1	14
OG0001872	1	1	1	1	1	2	1	1	1	1	2	0	1	14
OG0001873	1	1	3	1	1	1	0	1	1	1	1	1	1	14
OG0001874	1	1	1	1	2	1	1	1	1	1	1	1	1	14
OG0001875	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001876	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001877	1	0	1	1	2	0	0	1	1	1	0	0	6	14
OG0001878	1	1	1	1	1	1	1	1	2	1	1	1	1	14
OG0001879	1	1	2	1	1	1	1	1	1	1	1	1	1	14
OG0001880	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001881	1	1	1	1	1	1	1	2	1	1	1	1	1	14
OG0001882	2	2	1	1	1	1	1	1	1	0	1	1	1	14
OG0001883	1	1	1	1	1	1	1	1	1	2	1	1	1	14
OG0001884	2	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0001885	1	2	1	2	1	2	1	1	1	1	0	0	1	14
OG0001886	2	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0001887	1	1	1	1	1	2	0	1	1	1	2	1	1	14
OG0001888	1	2	2	1	1	1	0	1	1	1	0	1	2	14
OG0001889	2	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0001890	1	1	1	1	1	2	0	1	1	1	2	1	1	14
OG0001891	1	1	1	1	1	1	1	1	1	1	1	1	2	14
OG0001892	1	1	1	1	1	1	2	1	1	1	1	1	1	14
OG0001893	1	2	1	1	0	1	1	1	1	2	1	1	1	14
OG0001894	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001895	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001896	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001897	1	1	1	1	1	2	1	2	1	1	0	1	1	14
OG0001898	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001899	1	1	2	1	1	1	1	1	1	1	1	1	1	14
OG0001900	1	1	1	1	1	2	0	1	1	1	2	1	1	14
OG0001901	1	1	1	1	1	1	2	1	1	1	1	1	1	14
OG0001902	1	1	1	1	1	2	1	0	1	1	2	1	1	14
OG0001903	1	2	1	1	2	1	1	1	1	1	1	0	1	14
OG0001904	2	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0001905	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001906	1	1	1	1	1	1	1	1	1	1	2	1	1	14
OG0001907	1	1	1	1	1	1	1	1	1	2	1	1	1	14
OG0001908	1	1	1	1	1	1	1	2	1	1	1	1	1	14
OG0001909	1	1	1	1	2	1	1	1	1	1	1	1	1	14
OG0001910	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001911	1	1	1	1	1	2	0	1	1	1	1	1	2	14
OG0001912	1	1	0	1	1	2	1	2	1	1	1	1	1	14
OG0001913	1	1	1	1	2	1	1	1	1	1	1	1	1	14
OG0001914	1	1	1	1	1	1	1	1	1	2	1	1	1	14
OG0001915	1	1	1	1	1	1	1	1	1	1	1	1	2	14
OG0001916	2	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0001917	1	1	1	1	1	1	1	1	1	1	2	1	1	14
OG0001918	1	1	1	2	0	0	3	1	1	1	0	1	2	14
OG0001919	1	2	1	1	1	1	1	1	1	1	1	1	1	14
OG0001920	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001921	1	2	1	2	1	0	4	1	1	0	0	0	1	14
OG0001922	4	2	3	2	0	0	2	0	0	0	0	0	1	14
OG0001923	1	1	1	1	1	2	0	1	1	1	2	1	1	14
OG0001924	2	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0001925	1	2	1	1	1	1	1	1	1	1	1	1	1	14
OG0001926	1	1	2	1	1	1	1	1	1	1	1	1	1	14
OG0001927	1	1	1	1	1	1	1	1	1	1	1	2	1	14
OG0001928	1	1	1	1	1	2	1	1	1	1	0	1	2	14
OG0001929	1	2	1	1	1	1	1	2	1	1	0	1	1	14
OG0001930	1	2	1	1	1	1	1	1	1	1	1	1	1	14
OG0001931	1	1	1	1	2	2	1	1	1	1	0	1	1	14
OG0001932	1	1	2	1	1	1	1	1	1	1	1	1	1	14
OG0001933	2	2	2	1	1	0	1	0	1	1	0	2	1	14
OG0001934	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001935	1	1	1	1	1	1	1	1	1	1	2	1	1	14
OG0001936	1	1	1	1	3	0	0	0	2	2	1	1	1	14
OG0001937	1	2	1	1	1	1	1	1	1	1	1	1	1	14
OG0001938	1	3	1	2	1	1	0	1	1	1	0	0	2	14
OG0001939	1	2	1	2	1	1	1	1	1	1	0	1	1	14
OG0001940	1	1	1	1	1	1	1	0	1	1	1	1	3	14
OG0001941	4	1	1	1	1	0	0	1	1	1	1	1	1	14
OG0001942	2	1	1	2	1	1	0	1	1	1	1	1	1	14
OG0001943	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001944	1	1	1	1	1	1	1	1	1	1	2	1	1	14
OG0001945	1	1	1	1	1	1	1	1	1	1	1	1	2	14
OG0001946	1	1	1	1	2	1	1	1	1	1	1	1	1	14
OG0001947	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001948	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001949	1	1	1	1	1	1	1	1	1	1	1	1	2	14
OG0001950	1	1	1	1	1	1	1	1	1	1	1	1	2	14
OG0001951	1	2	1	1	1	1	1	1	1	1	1	1	1	14
OG0001952	1	2	1	1	1	1	1	1	1	1	1	1	1	14
OG0001953	2	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0001954	1	1	1	1	1	1	2	1	1	1	1	1	1	14
OG0001955	1	5	1	2	1	0	0	1	1	0	0	1	1	14
OG0001956	1	1	1	1	1	1	1	1	1	1	1	2	1	14
OG0001957	1	1	1	1	1	1	1	1	1	2	1	1	1	14
OG0001958	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001959	2	1	1	1	1	1	1	1	1	1	0	1	2	14
OG0001960	1	1	1	1	1	1	1	1	1	1	1	1	2	14
OG0001961	1	1	1	1	1	1	1	1	1	1	2	1	1	14
OG0001962	1	1	1	1	1	1	1	1	1	1	1	1	2	14
OG0001963	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001964	1	1	1	1	1	1	1	1	1	1	1	2	1	14
OG0001965	1	1	1	1	1	2	2	1	1	1	0	1	1	14
OG0001966	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001967	2	2	1	1	1	1	2	0	0	0	0	2	2	14
OG0001968	1	1	1	1	1	1	1	1	1	1	2	1	1	14
OG0001969	1	1	1	2	1	1	1	1	1	1	1	1	1	14
OG0001970	2	1	1	2	1	0	1	1	1	1	1	1	1	14
OG0001971	1	1	1	2	1	1	1	1	1	1	1	1	1	14
OG0001972	1	1	1	1	1	1	1	1	1	1	1	2	1	14
OG0001973	1	1	1	1	2	1	1	1	1	1	1	1	1	14
OG0001974	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001975	1	1	1	1	1	2	1	1	1	1	0	2	1	14
OG0001976	1	1	1	1	1	1	2	1	1	1	1	1	1	14
OG0001977	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001978	6	5	0	0	0	0	0	0	0	0	0	0	3	14
OG0001979	1	1	2	1	1	1	1	1	1	1	1	1	1	14
OG0001980	1	1	1	1	2	1	1	1	1	1	0	1	2	14
OG0001981	1	1	1	2	1	0	1	1	1	1	0	3	1	14
OG0001982	1	1	1	1	2	1	1	1	1	1	1	1	1	14
OG0001983	1	1	1	1	1	1	2	1	1	1	1	1	1	14
OG0001984	2	1	1	1	1	0	1	1	1	1	0	3	1	14
OG0001985	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001986	1	1	1	1	1	3	0	1	1	2	0	1	1	14
OG0001987	1	2	1	1	1	2	1	1	1	1	1	0	1	14
OG0001988	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001989	2	1	1	1	2	1	0	1	1	1	1	1	1	14
OG0001990	1	1	1	1	1	1	1	1	1	1	1	2	1	14
OG0001991	1	1	1	1	1	1	1	1	1	1	2	1	1	14
OG0001992	1	2	0	1	1	2	1	1	1	1	1	1	1	14
OG0001993	2	1	1	2	1	1	1	1	1	1	0	1	1	14
OG0001994	1	1	1	1	0	0	1	2	3	3	0	0	1	14
OG0001995	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001996	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0001997	1	3	1	2	1	0	1	1	1	1	0	1	1	14
OG0001998	1	1	1	1	1	2	0	1	1	1	2	1	1	14
OG0001999	1	1	1	1	1	1	1	1	1	1	2	1	1	14
OG0002000	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0002001	1	1	1	1	1	1	1	1	1	1	2	1	1	14
OG0002002	2	1	1	1	1	1	1	1	1	1	1	1	1	14
OG0002003	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0002004	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0002005	1	1	1	1	1	3	1	1	1	1	0	1	1	14
OG0002006	1	1	1	1	1	1	1	2	1	1	1	1	1	14
OG0002007	1	1	1	1	1	1	2	1	1	1	2	0	1	14
OG0002008	2	2	0	1	1	2	1	1	1	1	0	1	1	14
OG0002009	1	1	1	1	2	1	1	1	1	1	1	1	1	14
OG0002010	1	1	1	1	1	2	0	0	1	1	2	2	1	14
OG0002011	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0002012	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0002013	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0002014	1	1	0	1	1	3	2	1	1	1	0	1	1	14
OG0002015	1	1	0	1	1	2	1	1	1	1	2	1	1	14
OG0002016	2	2	2	2	0	1	1	0	0	0	0	1	3	14
OG0002017	1	2	1	1	1	1	1	1	1	1	1	1	1	14
OG0002018	1	1	1	1	1	2	0	2	1	1	1	1	1	14
OG0002019	1	1	1	1	2	1	1	1	1	1	1	1	1	14
OG0002020	1	1	1	1	1	1	1	2	1	1	1	1	1	14
OG0002021	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0002022	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0002023	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0002024	2	1	1	1	2	1	1	1	1	1	0	1	1	14
OG0002025	1	2	1	1	1	1	1	1	1	1	1	1	1	14
OG0002026	1	1	1	1	1	3	2	1	1	1	0	0	1	14
OG0002027	1	1	1	1	1	1	1	1	1	1	2	1	1	14
OG0002028	2	2	1	1	1	1	0	0	1	1	1	1	2	14
OG0002029	1	3	1	1	1	1	1	1	1	1	1	1	0	14
OG0002030	1	1	1	1	1	1	1	1	1	1	2	1	1	14
OG0002031	2	1	1	2	2	0	1	1	1	2	0	0	1	14
OG0002032	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0002033	1	2	1	1	1	1	2	1	1	1	1	0	1	14
OG0002034	1	1	1	1	1	1	1	1	1	1	2	1	1	14
OG0002035	1	2	1	1	1	1	1	1	1	1	1	1	1	14
OG0002036	1	1	0	1	1	3	1	1	1	1	1	1	1	14
OG0002037	1	1	1	1	2	1	1	1	1	1	1	1	1	14
OG0002038	1	1	1	1	1	1	1	1	2	1	1	1	1	14
OG0002039	2	0	1	0	0	0	0	1	2	2	5	1	0	14
OG0002040	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0002041	1	2	1	1	0	1	1	1	1	1	0	3	1	14
OG0002042	1	1	1	1	1	2	1	1	1	1	1	1	1	14
OG0002043	1	1	1	1	1	1	1	1	1	1	1	1	2	14
OG0002044	1	1	2	1	1	1	1	1	1	1	1	1	1	14
OG0002045	2	1	1	1	1	0	1	1	1	1	1	1	2	14
OG0002046	1	2	1	1	1	1	1	1	1	1	1	1	1	14
OG0002047	1	1	2	1	1	1	1	1	1	1	1	1	1	14
OG0002048	1	2	1	1	1	1	1	1	1	1	1	1	1	14
OG0002049	1	1	1	1	1	1	1	1	1	1	1	1	2	14
OG0002050	1	1	1	1	2	1	1	1	1	1	1	1	1	14
OG0002051	1	1	1	1	1	2	1	1	1	1	0	2	1	14
OG0002052	2	2	1	1	3	0	1	1	1	1	0	0	1	14
